ID,Quantity_Sold_(kilo)
36520,4.814
36530,60.0
36522,2.0
36523,36.0
36524,28.0
36525,6.0
36526,3.818
36527,7.603
36528,4.356
36529,2.0
36511,1.0
36521,28.681
36509,6.0
36510,21.0
36493,20.255
36508,9.0
36488,1.376
36489,6.062
36490,4.56
36491,8.981
36492,9.471
36494,4.0
36495,1.605
36497,23.458
36496,4.0
36499,12.681
36500,43.0
36501,24.0
36502,22.0
36503,7.0
36504,7.0
36505,10.0
36506,5.0
36507,21.0
36498,14.0
36558,6.0
36560,7.5569999999999995
36559,8.788
36557,2.021
36551,7.0
36555,21.0
36554,5.0
36561,3.684
36556,0.129
36562,13.624
36573,73.0
36564,24.0
36565,40.0
36566,1.0
36567,8.0
36568,2.62
36569,7.0440000000000005
36570,0.345
36571,1.0
36572,4.313
36563,1.0
36553,3.0
36545,5.0
36550,3.0
36531,3.86
36532,9.317
36533,2.299
36534,17.898
36535,18.037
36536,24.97
36552,15.0
36538,2.0
36539,26.919
36537,2.129
36541,12.647
36540,9.0
36548,2.0
36547,9.0
36546,11.0
36549,24.0
36544,12.0
36543,27.0
36542,33.0
36596,17.0
36595,15.0
36597,2.0
36598,6.0
36599,52.0
36600,3.888
36601,2.0
36602,23.082
36594,7.0
36604,4.432
36605,15.953
36606,24.0
36607,25.0
36608,2.0
36609,3.266
36611,5.891
36612,101.0
36603,6.4959999999999996
36593,5.0
36610,7.192
36591,6.0
36592,21.0
36574,2.7190000000000003
36575,10.101
36576,11.885
36577,16.135
36579,34.232
36580,6.0
36581,25.835
36578,24.902
36583,13.043
36584,49.0
36585,26.0
36586,27.0
36587,1.0
36588,7.0
36589,2.0
36582,25.0
36590,9.0
36642,3.0
36641,1.9569999999999999
36640,0.394
36636,22.0
36638,2.0
36637,3.0
36643,20.682
36639,19.0
36644,10.336
36654,160.0
36646,24.215
36647,3.0
36648,63.0
36649,10.0
36650,2.899
36651,1.986
36652,5.805
36653,3.0
36635,12.0
36645,5.087
36634,16.0
36616,30.743
36632,35.0
36613,1.661
36614,28.21
36615,11.396
36633,5.0
36617,39.821
36619,4.727
36620,4.0
36621,64.192
36622,35.0
36618,61.505
36624,100.0
36625,42.0
36626,35.0
36627,13.0
36628,11.0
36629,6.0
36630,10.0
36631,6.0
36623,20.724
36687,0.631
36686,0.504
36685,0.648
36684,31.0
36680,14.0
36682,3.0
36681,7.0
36688,5.0
36683,7.0
36689,24.748
36699,127.0
36691,6.702
36692,36.3
36693,6.0
36694,5.0
36695,1.38
36696,2.866
36697,0.431
36698,9.0
36679,7.0
36690,9.136000000000001
36678,16.0
36677,50.0
36676,6.0
36655,1.04
36657,10.02
36658,16.041
36659,4.437
36660,10.805
36661,18.727
36662,40.491
36663,46.957
36664,6.658
36665,3.102
36656,33.181
36667,3.0
36666,19.043
36674,4.0
36673,48.0
36672,3.0
36675,20.0
36670,13.808
36669,20.0
36668,62.613
36671,15.685
36722,1.0
36728,0.743
36723,4.0
36724,2.0
36725,5.0
36739,39.0
36726,15.0
36727,1.1139999999999999
36729,2.0
36734,3.0
36731,7.344
36732,1.15
36733,26.411
36735,1.532
36736,1.4040000000000001
36737,1.566
36738,3.0
36721,2.0
36730,10.936
36720,4.0
36713,6.0
36718,1.0
36719,21.0
36700,1.073
36701,14.888
36702,3.334
36703,6.086
36705,6.396
36706,3.319
36707,7.694
36704,1.089
36709,27.47
36710,3.415
36711,2.2270000000000003
36712,7.7540000000000004
36714,25.068
36715,4.0
36716,9.602
36708,21.366
36717,8.284
36770,1.709
36769,16.0
36768,7.0
36764,7.0
36766,17.0
36765,12.0
36771,3.0
36767,6.0
36772,17.854
36781,5.0
36774,0.729
36775,12.747
36776,9.0
36777,2.0
36778,1.728
36779,2.032
36780,2.543
36763,3.0
36782,50.0
36773,4.023
36762,18.0
36756,28.235
36760,1.0
36740,0.756
36741,12.681
36742,3.43
36743,6.894
36761,7.0
36745,4.716
36746,3.305
36747,9.93
36748,26.856
36744,2.521
36750,3.056
36751,3.172
36752,0.351
36753,7.931
36754,3.0
36755,1.0
36757,12.0
36758,12.972999999999999
36759,2.853
36749,15.776
36814,0.301
36813,40.0
36812,10.0
36811,4.0
36807,6.0
36809,10.0
36808,8.0
36815,2.0
36810,2.0
36816,7.979
36792,31.799
36818,5.571
36819,32.002
36820,9.0
36821,2.239
36822,2.193
36823,1.149
36824,5.0
36825,66.0
36806,17.0
36817,6.09
36805,4.0
36785,1.237
36803,4.0
36784,11.62
36786,0.7549999999999999
36787,5.6579999999999995
36788,0.786
36789,4.2620000000000005
36790,4.0120000000000005
36791,16.284
36783,2.87
36793,6.7170000000000005
36804,14.0
36795,1.518
36794,2.926
36801,6.125
36800,11.0
36802,7.906
36798,2.0
36797,10.507
36796,2.601
36799,26.709
36858,2.561
36850,6.0
36851,8.0
36852,8.0
36854,2.0
36855,4.0
36856,35.0
36857,0.253
36859,2.0
36864,14.0
36861,11.76
36862,5.055
36863,30.092
36849,7.0
36865,2.738
36866,1.5190000000000001
36867,6.941
36868,7.0
36869,105.0
36860,35.579
36848,44.0
36853,3.0
36846,16.0
36826,24.412
36847,3.0
36828,13.436
36829,4.899
36830,4.165
36831,9.815999999999999
36832,24.788
36833,43.445
36834,1.945
36835,46.655
36827,4.7860000000000005
36837,14.593
36836,10.044
36844,16.414
36843,25.0
36842,36.371
36845,15.805
36841,1.0
36840,1.0
36839,23.792
36838,0.33099999999999996
36900,1.078
36894,11.0
36911,101.0
36896,11.0
36897,15.0
36898,0.602
36899,0.344
36893,4.0
36901,6.0
36906,8.0
36903,5.112
36904,5.343
36905,27.405
36907,0.273
36908,0.742
36909,0.503
36910,5.0
36892,40.0
36902,31.269
36891,7.0
36895,3.0
36889,2.0
36870,18.291
36871,1.104
36872,4.75
36873,8.056000000000001
36874,4.982
36875,5.554
36876,4.647
36877,26.139
36878,48.483000000000004
36890,12.0
36880,3.125
36881,10.087
36882,21.802
36883,22.159
36884,5.0
36885,40.026
36886,13.0
36887,15.708
36888,6.82
36879,46.228
36940,21.0
36939,4.0
36938,2.0
36934,19.0
36936,1.0
36935,4.0
36941,0.283
36937,18.0
36942,1.149
36947,24.696
36944,24.784
36945,5.35
36946,2.602
36948,3.0
36949,1.0110000000000001
36950,0.559
36951,5.0
36933,3.0
36943,7.0
36952,46.0
36932,8.0
36930,6.162
36931,3.0
36912,12.251999999999999
36913,0.8109999999999999
36914,3.392
36915,2.955
36917,1.5110000000000001
36918,3.256
36919,14.398
36920,22.529
36916,3.086
36922,4.453
36923,7.152
36924,16.652
36925,4.0
36926,2.0
36927,28.875
36928,5.0
36921,16.65
36929,10.558
36982,0.219
36981,10.0
36980,4.0
36976,13.0
36978,6.0
36977,2.0
36983,0.202
36979,10.0
36984,1.612
36994,1.0
36986,11.051
36987,5.543
36988,6.336
36989,21.819
36990,5.0
36991,8.0
36992,4.0
36993,2.723
36995,43.0
36985,5.0
36975,3.0
36974,12.0
36972,1.0
36953,0.823
36954,11.047
36955,1.497
36956,5.698
36957,5.96
36958,1.049
36959,1.091
36960,3.86
36961,9.751
36973,2.0
36963,2.919
36964,17.442
36965,6.511
36966,5.695
36967,1.0
36968,25.978
36969,12.0
36970,9.487
36971,12.0
36962,19.298000000000002
37027,2.0
37026,1.311
37025,0.251
37021,4.0
37023,13.0
37022,3.0
37028,7.9350000000000005
37024,0.853
37029,6.901
37034,5.0
37031,18.333
37032,4.0
37033,18.0
37035,0.858
37036,1.827
37037,1.121
37038,7.0
37039,33.0
37020,7.0
37030,3.684
37019,4.0
37018,3.0
37001,7.966
37017,14.0
36996,2.811
36997,4.2940000000000005
36998,0.706
36999,4.18
37000,2.871
37002,16.887
37003,1.197
37004,15.002
37006,1.1219999999999999
37005,1.337
37008,22.596
37009,10.0
37010,5.0
37011,8.364
37012,33.0
37013,18.0
37014,3.0
37015,6.0
37016,3.0
37007,4.0
37070,1.0
37072,0.46499999999999997
37071,12.0
37069,4.0
37065,22.0
37067,5.0
37086,46.0
37066,8.0
37073,0.378
37068,1.0
37074,4.0
37085,5.0
37076,1.579
37077,4.627
37078,18.753
37079,11.0
37080,22.0
37081,2.0
37082,1.809
37083,1.279
37084,0.446
37075,6.777
37064,5.0
37059,6.0
37062,2.0
37063,7.0
37040,0.376
37041,4.956
37042,6.29
37043,2.197
37044,4.145
37046,21.003
37047,0.588
37048,6.668
37049,4.968999999999999
37045,6.897
37051,1.0
37052,1.0
37053,32.029
37054,1.0
37055,10.0
37056,11.985
37057,22.0
37058,7.0
37060,2.0
37050,2.2960000000000003
37061,2.0
37120,0.389
37119,22.0
37118,2.0
37117,2.0
37113,2.0
37115,12.0
37114,5.0
37121,2.857
37116,10.0
37122,5.0
37133,107.0
37124,2.877
37125,6.362
37126,22.176000000000002
37127,7.0
37128,18.0
37129,2.864
37130,2.888
37131,0.718
37132,6.0
37112,33.0
37123,15.181000000000001
37111,5.0
37103,9.64
37109,2.0
37087,1.281
37088,0.904
37089,2.273
37090,6.668
37091,1.01
37110,23.0
37093,7.801
37094,8.19
37095,22.867
37096,0.462
37092,3.276
37098,5.665
37099,3.367
37100,3.0
37101,38.976
37102,17.0
37104,45.0
37105,10.0
37106,26.0
37107,5.0
37108,4.0
37097,20.506
37167,0.742
37166,41.0
37165,2.0
37164,12.0
37168,1.325
37162,11.0
37160,11.0
37161,2.0
37163,4.0
37169,11.0
37153,25.0
37171,14.723
37172,5.855
37173,24.066
37174,19.0
37175,26.0
37176,2.193
37177,3.335
37178,2.831
37179,10.0
37180,169.0
37159,47.0
37170,28.881
37158,5.0
37149,4.0
37156,4.0
37135,7.803
37136,2.192
37137,13.716
37138,7.749
37139,10.572
37140,40.211
37141,32.389
37142,3.465
37143,46.033
37144,8.672
37134,2.751
37146,2.0
37147,2.0
37148,62.184
37157,21.0
37150,26.0
37151,19.233999999999998
37152,73.0
37154,14.0
37155,7.0
37145,6.325
37212,39.0
37211,8.0
37210,4.0
37205,7.0
37208,1.0
37207,3.0
37206,44.0
37213,1.8699999999999999
37209,20.0
37214,3.0780000000000003
37219,24.045
37216,37.09
37217,18.273
37218,3.816
37220,25.0
37221,36.0
37222,1.683
37223,13.0
37224,124.0
37204,16.0
37215,1.0
37203,3.0
37201,14.0
37181,1.806
37202,9.0
37182,0.202
37183,0.401
37184,0.73
37185,11.567
37186,11.529
37188,38.946
37189,26.594
37190,3.318
37187,7.366
37192,6.045999999999999
37191,41.538000000000004
37199,3.0
37198,68.0
37197,11.542
37200,40.0
37195,65.721
37194,3.0
37193,11.528
37196,10.0
37255,4.0
37248,15.0
37249,1.0
37250,5.0
37251,6.0
37252,12.0
37253,0.157
37254,0.429
37256,28.625
37247,7.0
37258,1.878
37259,21.819
37260,15.0
37261,14.0
37262,1.899
37263,0.316
37264,10.0
37265,55.0
37257,8.333
37246,19.0
37244,10.0
37245,3.0
37225,1.8439999999999999
37226,2.753
37227,5.605
37228,14.196
37229,16.484
37231,17.464
37232,4.437
37233,3.315
37234,2.0
37230,2.079
37236,33.591
37237,10.0
37238,6.924
37239,38.0
37240,15.0
37241,19.0
37242,15.0
37243,6.0
37235,3.0
37297,0.6859999999999999
37296,0.232
37295,14.0
37294,3.0
37290,5.0
37292,9.0
37291,3.0
37298,9.0
37293,3.0
37299,15.001
37288,5.0
37301,2.5
37302,15.162
37303,27.0
37304,17.0
37305,2.849
37306,1.861
37307,0.23
37308,2.0
37289,18.0
37300,6.056
37309,58.0
37282,20.0
37286,1.0
37266,0.657
37267,2.323
37268,1.844
37269,7.266
37270,16.42
37271,23.782
37287,10.0
37273,17.134
37274,4.182
37275,0.918
37272,0.6930000000000001
37277,4.0
37276,2.0
37284,4.0
37283,12.0
37285,7.0
37280,3.078
37279,14.0
37278,29.803
37281,41.0
37342,12.958
37334,5.0
37335,2.0
37336,13.0
37337,9.0
37338,4.0
37339,13.0
37341,11.0
37343,3.73
37333,17.0
37345,5.208
37346,22.0
37347,11.0
37348,1.657
37349,0.811
37350,0.89
37351,8.0
37352,1.018
37353,51.0
37344,0.809
37332,2.0
37340,0.8029999999999999
37330,2.0
37311,0.253
37312,4.117
37313,2.568
37314,19.886
37315,13.506
37316,1.785
37317,9.206
37318,43.0
37319,3.8409999999999997
37320,4.998
37310,0.505
37322,31.347
37331,7.0
37323,7.0
37324,8.518
37325,27.0
37326,19.0
37327,16.0
37328,12.0
37329,11.0
37321,2.0
37387,4.0
37386,0.628
37385,18.0
37380,3.0
37383,7.0
37382,14.0
37381,5.0
37388,23.419
37384,6.0
37389,9.147
37394,2.0860000000000003
37391,26.565
37392,21.0
37393,31.0
37395,0.502
37396,0.603
37397,3.0
37398,2.431
37399,47.0
37379,19.0
37390,2.922
37378,8.0
37377,4.0
37354,0.783
37376,4.0
37355,1.869
37356,8.763
37357,8.038
37358,17.258
37359,12.187
37361,10.620000000000001
37362,26.0
37363,5.943
37364,10.303
37360,2.835
37366,1.0
37365,0.076
37374,5.0
37373,22.0
37372,17.0
37371,30.0
37375,6.0
37369,27.0
37368,31.27
37367,2.0
37370,6.732
37433,1.883
37425,37.0
37446,94.0
37427,5.0
37428,25.0
37429,9.0
37430,6.0
37431,46.0
37432,0.485
37434,2.0
37424,3.0
37436,11.736
37437,3.998
37438,33.705
37439,43.0
37440,20.0
37441,3.4779999999999998
37442,1.061
37443,1.681
37444,3.0
37445,1.165
37435,32.044
37423,9.0
37426,7.0
37421,6.0
37422,1.0
37400,3.158
37401,0.758
37402,12.627
37403,17.923
37405,34.719
37406,0.421
37407,1.47
37408,30.852999999999998
37409,68.0
37404,27.089
37411,10.507
37412,4.0
37413,4.0
37414,76.691
37415,26.0
37416,5.355
37417,71.0
37418,16.0
37419,34.0
37410,11.705
37420,16.0
37485,1.096
37484,63.0
37483,10.0
37482,3.0
37481,1.0
37477,22.0
37479,8.0
37478,1.0
37476,49.0
37486,2.527
37480,56.0
37487,25.0
37499,8.0
37489,46.499
37490,11.258000000000001
37491,0.402
37492,30.219
37493,70.0
37494,153.0
37495,8.0
37496,5.902
37497,10.321
37498,9.125
37500,4.561
37501,281.0
37488,138.485
37475,9.0
37472,118.0
37473,2.0
37447,7.552
37448,1.162
37474,37.0
37450,34.051
37451,7.924
37452,0.735
37453,35.546
37454,72.672
37455,91.94200000000001
37456,29.631
37457,142.219
37458,142.0
37449,1.617
37460,28.41
37459,14.93
37471,72.0
37469,94.0
37468,151.0
37467,2.096
37470,102.0
37465,34.0
37464,192.063
37463,10.0
37462,0.217
37461,3.0
37466,28.718
37530,19.901
37524,35.0
37525,4.0
37526,5.0
37527,15.0
37541,108.0
37528,33.0
37529,11.0
37531,13.119
37537,0.6869999999999999
37533,47.418
37534,1.0
37535,1.0
37536,4.0
37538,5.7989999999999995
37539,0.877
37540,1.729
37523,3.0
37532,0.863
37522,10.0
37515,13.566
37520,13.0
37521,2.0
37502,3.966
37503,11.464
37505,0.252
37506,25.965
37507,50.551
37508,8.862
37509,27.328
37504,2.738
37511,2.0
37512,3.0
37513,93.647
37514,36.0
37516,12.0
37517,4.0
37518,5.0
37519,18.0
37510,9.742
37584,15.0
37583,13.0
37582,3.0
37581,37.0
37580,4.0
37575,30.0
37578,8.0
37577,4.0
37576,15.0
37574,8.0
37585,3.0
37579,7.0
37586,5.0
37596,1.556
37588,3.613
37589,15.0
37590,93.993
37591,10.749
37592,5.324
37593,32.194
37594,8.0
37595,4.0
37573,21.0
37597,6.418
37598,0.494
37599,245.0
37600,2.0
37587,30.0
37572,4.254
37571,5.483
37570,35.351
37542,0.377
37543,12.853
37544,11.335
37545,30.459
37547,7.681
37548,11.661
37549,2.17
37550,4.149
37551,52.367
37552,3.325
37553,59.541
37554,7.133
37555,100.018
37546,4.744
37557,4.809
37556,22.669
37569,97.0
37568,211.63
37566,4.0
37565,28.191
37564,2.0
37567,3.0
37562,0.645
37561,25.91
37560,407.0
37559,14.28
37558,157.132
37563,6.663
37623,5.0
37630,27.0
37624,3.0
37625,10.0
37626,2.0
37627,14.0
37628,9.0
37629,3.0
37631,0.186
37638,0.834
37633,18.227
37634,0.247
37635,25.578
37636,9.0
37637,18.0
37639,2.357
37640,22.0
37622,7.0
37632,14.237
37621,17.0
37612,1.0
37619,24.0
37601,1.187
37602,7.198
37603,0.119
37604,4.816
37605,6.242
37606,11.394
37607,2.352
37608,24.355
37609,21.0
37620,5.0
37611,4.489
37610,2.79
37613,2.863
37614,1.0
37615,1.0
37616,18.385
37617,6.0
37618,11.373
37670,31.0
37669,3.0
37668,10.0
37665,17.0
37666,1.0
37671,0.227
37664,2.0
37667,12.0
37672,1.041
37676,1.117
37674,44.189
37675,6.843
37677,14.469
37678,12.0
37679,24.0
37680,1.485
37681,4.007
37663,7.0
37683,45.0
37673,1.0
37682,2.457
37662,1.0
37660,4.0
37661,7.0
37642,12.348
37643,6.9879999999999995
37644,6.848
37645,1.395
37646,9.445
37647,17.371
37648,30.199
37649,25.0
37641,0.707
37651,1.888
37650,4.558
37658,21.0
37657,34.0
37656,13.116
37659,22.0
37654,22.729
37653,3.0
37652,0.471
37655,19.0
37711,0.7969999999999999
37706,8.0
37707,1.0
37708,11.0
37722,20.0
37709,31.0
37710,0.147
37712,4.0
37717,13.0
37714,17.216
37715,2.173
37716,13.818
37718,37.0
37719,1.54
37720,2.135
37721,5.002
37705,3.0
37713,37.603
37704,17.0
37697,2.0
37702,1.0
37703,4.0
37684,12.605
37685,7.701
37686,0.754
37687,10.236
37689,17.313
37690,26.941
37691,1.583
37688,2.8529999999999998
37693,6.709
37692,23.0
37700,15.0
37699,27.0
37698,38.0
37701,13.0
37695,1.0
37694,10.764999999999999
37696,31.925
37753,2.0
37746,1.0
37747,7.0
37748,2.0
37749,20.0
37750,1.0
37751,30.0
37752,1.463
37754,113.128
37763,14.0
37756,1.196
37757,21.42
37758,9.0
37759,7.0
37760,2.0140000000000002
37761,0.742
37762,0.101
37745,13.0
37755,3.378
37744,1.0
37743,3.0
37742,2.0
37724,10.362
37725,0.218
37726,0.556
37727,14.817
37728,2.11
37729,6.773
37730,25.015
37731,40.54
37732,12.036
37723,0.505
37734,1.429
37735,16.341
37736,6.0
37737,26.29
37738,20.0
37739,25.0
37740,11.0
37741,2.0
37733,14.0
37790,16.0
37789,1.0
37785,2.0
37802,40.0
37786,5.0
37791,1.0
37788,1.0
37792,20.0
37797,0.542
37794,3.0
37795,80.92399999999999
37796,33.843
37798,30.051000000000002
37799,27.0
37800,26.0
37801,2.019
37784,4.0
37793,0.41900000000000004
37783,2.0
37787,3.0
37781,1.0
37782,1.0
37764,0.632
37765,10.379
37766,9.449
37768,6.742
37769,17.357
37770,11.433
37771,14.624
37767,0.415
37773,9.235
37774,2.899
37775,1.0
37776,40.257
37777,22.0
37778,19.166
37779,66.0
37780,9.0
37772,52.0
37816,7.0
37817,1.0
37818,6.0
37819,17.552999999999997
37823,5.0
37821,0.857
37822,3.192
37815,2.0
37820,2.566
37814,1.0
37808,2.0
37812,8.0
37813,5.0
37804,4.146
37805,0.739
37806,3.165
37803,0.884
37809,0.816
37810,3.031
37811,0.906
37807,1.746
37836,2.0
37843,2.0
37842,1.0
37841,8.61
37844,2.0
37840,0.241
37839,1.184
37838,18.163
37837,4.0
37835,2.0
37827,2.098
37833,5.0
37832,1.0
37831,7.451
37830,2.959
37829,5.0
37828,0.809
37826,0.7709999999999999
37825,1.04
37824,0.556
37834,3.0
37858,2.0
37859,8.216
37860,2.217
37861,1.447
37865,5.0
37863,5.9430000000000005
37864,2.0
37857,2.0
37866,6.0
37862,0.247
37856,1.0
37853,4.066
37854,2.0
37852,1.196
37851,3.0
37850,1.0550000000000002
37849,7.194
37848,1.681
37847,0.589
37846,1.778
37845,1.086
37855,4.528
37884,1.0
37881,8.0
37882,4.0
37883,25.0
37885,4.672000000000001
37880,15.0
37888,0.404
37889,1.752
37890,12.0
37891,11.0
37887,31.0
37879,7.0
37886,21.819
37877,3.0
37868,1.168
37869,2.903
37870,12.158
37871,5.742
37878,8.0
37867,7.249
37873,6.0
37874,8.984
37875,14.0
37876,3.0
37872,12.0
37907,47.0
37908,5.0
37909,12.744
37910,30.282
37911,3.0
37913,1.045
37914,1.165
37915,18.0
37916,86.0
37906,1.0
37912,51.0
37904,11.0
37905,2.0
37894,2.122
37902,10.0
37901,7.0
37900,27.0
37899,7.0
37898,7.681
37897,36.0
37896,45.612
37895,41.0
37893,5.811
37892,10.381
37903,6.0
37937,3.0
37936,3.0
37933,28.0
37934,35.0
37938,1.0
37935,2.0
37939,23.0
37945,1.869
37941,4.298
37942,9.828
37943,28.0
37944,0.202
37946,71.0
37940,8.0
37932,10.459
37920,28.723
37930,30.0
37931,19.022
37918,7.977
37919,22.62
37921,0.927
37922,37.863
37923,7.489
37917,22.934
37925,2.872
37926,0.287
37927,0.301
37928,5.0
37929,59.474000000000004
37924,63.0
37963,4.0
37964,19.0
37965,12.0
37966,19.0
37967,16.0
37968,0.167
37971,3.379
37970,55.208
37973,47.0
37974,12.0
37975,75.0
37962,31.0
37969,2.0
37961,49.0
37972,1.596
37959,13.988
37947,11.517
37948,11.597
37949,22.352
37950,24.04
37951,38.330999999999996
37952,5.553
37960,3.981
37954,2.0
37955,1.161
37956,1.0
37957,45.383
37958,26.0
37953,28.0
38001,4.0
37996,24.0
37997,1.0
37998,9.0
37999,2.0
38000,17.0
38002,32.0
38009,50.0
38004,52.184
38005,18.522
38006,22.0
38007,11.0
38008,1.0
37995,2.0
38003,7.0
37993,3.0
37994,1.0
37991,34.0
37992,15.0
37977,0.532
37978,4.524
37979,17.678
37980,27.835
37981,2.696
37982,32.48
37983,4.07
37976,7.0809999999999995
37985,0.122
37986,1.0
37987,36.272999999999996
37988,15.0
37989,12.358
37990,3.8810000000000002
37984,15.0
38029,3.0
38030,5.0
38031,7.0
38032,31.0
38033,9.0
38034,3.0
38035,3.0
38039,27.758
38037,17.0
38038,8.0
38043,37.0
38040,25.977
38041,12.0
38042,5.0
38028,8.0
38036,3.0
38027,36.0
38013,13.484
38025,6.05
38026,4.282
38010,6.715
38011,0.891
38014,15.353
38015,14.275
38016,3.549
38017,20.0
38012,4.422
38019,1.0
38020,0.46499999999999997
38021,0.764
38022,8.0
38023,25.447
38024,15.0
38018,7.17
38075,51.477
38068,5.0
38069,23.0
38070,3.0
38071,3.0
38072,4.0
38073,35.0
38074,10.0
38076,9.328
38084,3.033
38078,21.336
38079,13.0
38080,21.0
38081,2.829
38082,0.688
38083,1.53
38085,2.0
38086,75.0
38067,32.0
38077,2.649
38066,3.0
38057,28.0
38064,1.0
38044,5.4510000000000005
38045,0.865
38046,6.572
38047,20.687
38048,33.717
38049,42.365
38050,6.556
38051,49.0
38052,7.372
38053,2.2270000000000003
38065,13.0
38055,5.0
38054,2.0
38062,1.0
38061,6.0
38060,45.0
38063,6.0
38058,17.718
38056,49.153
38059,6.679
38111,40.0
38119,48.527
38112,2.0
38113,23.0
38115,7.0
38116,2.0
38117,34.0
38118,4.0
38120,0.59
38124,22.0
38122,38.22
38123,10.0
38110,3.0
38125,18.0
38126,0.273
38127,9.074
38128,1.3130000000000002
38129,1.149
38130,1.0
38131,75.0
38121,3.784
38109,11.0
38114,8.0
38107,11.0
38088,2.865
38089,0.764
38090,22.549
38091,24.316
38092,2.529
38093,26.311
38094,10.725
38095,29.0
38096,5.261
38087,6.91
38098,3.0
38097,2.0
38106,2.0
38105,13.0
38104,29.0
38108,2.0
38102,6.776
38101,28.0
38100,53.422
38099,3.0
38103,2.701
38153,2.0
38154,17.0
38155,1.0
38156,3.0
38157,28.0
38158,3.0
38159,35.513
38160,3.6799999999999997
38163,18.0
38162,22.386
38164,27.0
38165,8.0
38167,4.43
38168,1.4500000000000002
38169,1.623
38170,51.0
38152,20.0
38161,2.896
38166,1.4449999999999998
38150,1.0
38149,3.0
38151,9.0
38132,5.309
38133,3.379
38134,11.826
38135,5.437
38137,18.569
38138,7.373
38139,25.0
38136,0.253
38141,0.315
38142,1.169
38143,1.0
38144,22.38
38145,6.0
38146,10.582
38147,20.0
38140,3.9370000000000003
38148,9.0
38200,1.536
38199,23.0
38198,2.0
38194,5.0
38196,2.0
38195,12.0
38201,6.0
38197,4.0
38202,35.769
38212,2.2270000000000003
38204,1.218
38205,12.201
38206,3.0
38207,16.0
38208,14.0
38209,1.491
38210,2.236
38211,2.718
38213,47.0
38203,5.504
38192,1.0
38193,21.0
38190,12.0
38191,10.0
38171,0.556
38172,6.163
38173,5.316
38174,8.977
38176,30.330000000000002
38177,9.021
38178,34.0
38179,3.162
38175,25.675
38181,1.332
38182,2.0
38183,2.0
38184,32.381
38185,15.0
38186,12.567
38187,36.0
38188,2.0
38180,0.115
38189,5.0
38246,5.0
38245,0.633
38244,23.0
38243,3.0
38239,13.0
38241,2.0
38240,12.0
38248,7.977
38242,10.0
38249,1.564
38259,44.0
38251,15.687
38252,2.0
38253,32.0
38254,13.0
38255,1.233
38256,1.508
38257,4.35
38258,0.546
38238,16.0
38250,4.888
38237,2.0
38247,64.487
38235,7.0
38214,0.8340000000000001
38216,6.973
38217,8.729000000000001
38218,25.014
38219,2.464
38220,19.825
38221,2.172
38222,42.0
38223,5.46
38224,3.1630000000000003
38215,1.957
38236,6.0
38226,0.59
38227,2.0
38228,5.0
38229,23.332
38230,8.0
38231,10.705
38232,25.0
38233,13.0
38234,1.0
38225,2.0
38290,11.0
38289,0.351
38288,47.0
38284,6.0
38286,2.0
38285,29.0
38291,84.233
38287,4.0
38292,14.607
38298,13.0
38294,5.128
38295,19.446
38296,7.0
38297,38.0
38299,3.0
38300,0.344
38301,2.199
38302,42.0
38283,26.0
38293,3.081
38282,3.0
38280,14.0
38260,4.492
38281,8.0
38261,8.607
38262,8.825
38263,25.445
38264,6.16
38265,41.489
38267,35.0
38268,10.918
38269,1.122
38266,2.718
38271,1.5070000000000001
38270,1.0
38278,5.0
38277,41.0
38276,22.31
38279,3.0
38274,29.277
38273,1.0
38272,3.0
38275,18.0
38334,14.045
38327,8.0
38328,33.0
38329,2.0
38330,43.0
38331,0.41900000000000004
38332,9.0
38333,95.776
38335,0.475
38326,26.0
38337,2.856
38338,15.0
38339,53.0
38340,8.0
38341,2.0
38342,1.686
38343,1.482
38344,3.047
38345,80.0
38336,7.0600000000000005
38325,1.0
38324,18.0
38323,22.0
38303,0.167
38304,0.44099999999999995
38305,6.827999999999999
38306,0.40700000000000003
38307,6.37
38309,15.778
38310,25.275
38311,2.596
38312,0.513
38308,0.469
38314,47.0
38315,1.0
38316,2.0
38317,30.764
38318,14.0
38319,16.156
38320,0.374
38321,14.0
38322,15.0
38313,43.716
38380,0.254
38379,30.0
38378,2.0
38377,3.0
38372,9.0
38375,40.0
38374,2.0
38373,8.0
38381,11.0
38376,16.0
38382,55.39
38392,3.9779999999999998
38384,8.787
38385,0.609
38386,11.0
38387,5.0
38388,26.0
38389,2.944
38390,5.04
38391,2.2439999999999998
38371,5.0
38393,77.0
38383,1.124
38370,12.0
38368,19.232
38348,0.218
38346,0.182
38347,0.714
38369,0.244
38349,11.55
38350,0.217
38351,12.768
38352,4.018
38354,43.336
38355,4.019
38356,44.751
38353,11.424
38358,65.0
38367,48.0
38357,4.6
38365,6.0
38364,3.0
38363,15.175
38366,43.172
38361,28.465
38360,1.663
38359,14.308
38362,0.5900000000000001
38421,1.307
38415,3.0
38416,30.0
38417,2.0
38418,24.0
38419,22.0
38420,0.163
38422,10.0
38414,12.0
38424,14.605
38425,8.849
38432,64.0
38427,24.0
38428,24.0
38429,0.965
38430,2.475
38431,4.943
38423,89.423
38413,16.0
38426,35.469
38411,12.0
38394,12.025
38395,8.511
38396,33.493
38397,4.334
38398,38.335
38399,51.0
38400,4.723
38401,0.923
38412,20.0
38403,0.119
38404,15.431000000000001
38405,3.0
38406,6.0
38407,35.418
38408,23.0
